M4id,Frequency,Horizon,SP,StartingDate
Q17047,4,8,Quarterly,31-03-98 12:00
Q17048,4,8,Quarterly,31-03-98 12:00
Q17049,4,8,Quarterly,31-03-98 12:00
Q17050,4,8,Quarterly,31-03-98 12:00
Q17051,4,8,Quarterly,31-03-98 12:00
Q17052,4,8,Quarterly,31-03-98 12:00
Q17053,4,8,Quarterly,31-03-98 12:00
Q17054,4,8,Quarterly,31-03-98 12:00
Q17055,4,8,Quarterly,31-03-98 12:00
Q17056,4,8,Quarterly,31-03-98 12:00
Q17057,4,8,Quarterly,31-03-98 12:00
Q17058,4,8,Quarterly,31-03-98 12:00
Q17059,4,8,Quarterly,31-03-98 12:00
Q17060,4,8,Quarterly,31-03-98 12:00
Q17061,4,8,Quarterly,31-03-98 12:00
Q17062,4,8,Quarterly,31-03-98 12:00
Q17063,4,8,Quarterly,31-03-98 12:00
Q17064,4,8,Quarterly,31-03-98 12:00
Q17065,4,8,Quarterly,31-03-98 12:00
Q17066,4,8,Quarterly,31-03-98 12:00
Q17067,4,8,Quarterly,31-03-98 12:00
Q17068,4,8,Quarterly,31-03-98 12:00
Q17069,4,8,Quarterly,31-03-98 12:00
Q17070,4,8,Quarterly,31-03-98 12:00
Q17071,4,8,Quarterly,31-03-98 12:00
Q17072,4,8,Quarterly,31-03-98 12:00
Q17073,4,8,Quarterly,31-03-98 12:00
Q17074,4,8,Quarterly,31-03-98 12:00
Q17075,4,8,Quarterly,31-03-98 12:00
Q17076,4,8,Quarterly,31-03-98 12:00
Q17077,4,8,Quarterly,31-03-98 12:00
Q17078,4,8,Quarterly,31-03-98 12:00
Q17079,4,8,Quarterly,31-03-98 12:00
Q17080,4,8,Quarterly,31-03-98 12:00
Q17081,4,8,Quarterly,31-03-98 12:00
Q17082,4,8,Quarterly,31-03-98 12:00
Q17083,4,8,Quarterly,31-03-98 12:00
Q17084,4,8,Quarterly,31-03-98 12:00
Q17085,4,8,Quarterly,31-03-98 12:00
Q17086,4,8,Quarterly,31-03-98 12:00
Q17087,4,8,Quarterly,31-03-98 12:00
Q17088,4,8,Quarterly,31-03-98 12:00
Q17089,4,8,Quarterly,31-03-98 12:00
Q17090,4,8,Quarterly,31-03-98 12:00
Q17091,4,8,Quarterly,31-03-98 12:00
Q17092,4,8,Quarterly,31-03-98 12:00
Q17093,4,8,Quarterly,31-03-98 12:00
Q17094,4,8,Quarterly,31-03-98 12:00
Q17095,4,8,Quarterly,31-03-98 12:00
Q17096,4,8,Quarterly,31-03-98 12:00
Q17097,4,8,Quarterly,31-03-98 12:00
Q17098,4,8,Quarterly,31-03-98 12:00
Q17099,4,8,Quarterly,31-03-98 12:00
Q17100,4,8,Quarterly,31-03-98 12:00
Q17101,4,8,Quarterly,31-03-98 12:00
Q17102,4,8,Quarterly,31-03-98 12:00
Q17103,4,8,Quarterly,31-03-98 12:00
Q17104,4,8,Quarterly,31-03-98 12:00
Q17105,4,8,Quarterly,31-03-98 12:00
Q17106,4,8,Quarterly,31-03-98 12:00
Q17107,4,8,Quarterly,31-03-98 12:00
Q17108,4,8,Quarterly,31-03-98 12:00
Q17109,4,8,Quarterly,31-03-98 12:00
Q17110,4,8,Quarterly,31-03-98 12:00
Q17111,4,8,Quarterly,31-03-98 12:00
Q17112,4,8,Quarterly,31-03-98 12:00
Q17113,4,8,Quarterly,31-03-98 12:00
Q17114,4,8,Quarterly,31-03-98 12:00
Q17115,4,8,Quarterly,31-03-98 12:00
Q17116,4,8,Quarterly,31-03-98 12:00
Q17117,4,8,Quarterly,31-03-98 12:00
Q17118,4,8,Quarterly,31-03-98 12:00
Q17119,4,8,Quarterly,31-03-98 12:00
Q17120,4,8,Quarterly,31-03-98 12:00
Q17121,4,8,Quarterly,31-03-98 12:00
Q17122,4,8,Quarterly,31-03-98 12:00
Q17123,4,8,Quarterly,31-03-98 12:00
Q17124,4,8,Quarterly,31-03-98 12:00
Q17125,4,8,Quarterly,31-03-98 12:00
Q17126,4,8,Quarterly,31-03-98 12:00
Q17127,4,8,Quarterly,31-03-98 12:00
Q17128,4,8,Quarterly,31-03-98 12:00
Q17129,4,8,Quarterly,31-03-98 12:00
Q17130,4,8,Quarterly,31-03-98 12:00
Q17131,4,8,Quarterly,31-03-98 12:00
Q17132,4,8,Quarterly,31-03-98 12:00
Q17133,4,8,Quarterly,31-03-98 12:00
Q17134,4,8,Quarterly,31-03-98 12:00
Q17135,4,8,Quarterly,31-03-98 12:00
Q17136,4,8,Quarterly,31-03-98 12:00
Q17137,4,8,Quarterly,31-03-98 12:00
Q17138,4,8,Quarterly,31-03-98 12:00
Q17139,4,8,Quarterly,31-03-98 12:00
Q17140,4,8,Quarterly,31-03-98 12:00
Q17141,4,8,Quarterly,31-03-98 12:00
Q17142,4,8,Quarterly,31-03-98 12:00
Q17143,4,8,Quarterly,31-03-98 12:00
Q17144,4,8,Quarterly,31-03-98 12:00
Q17145,4,8,Quarterly,31-03-98 12:00
Q17146,4,8,Quarterly,31-03-98 12:00
Q17147,4,8,Quarterly,31-03-98 12:00
Q17148,4,8,Quarterly,31-03-98 12:00
Q17149,4,8,Quarterly,31-03-98 12:00
Q17150,4,8,Quarterly,31-03-98 12:00
Q17151,4,8,Quarterly,31-03-98 12:00
Q17152,4,8,Quarterly,31-03-98 12:00
Q17153,4,8,Quarterly,31-03-98 12:00
Q17154,4,8,Quarterly,31-03-98 12:00
Q17155,4,8,Quarterly,31-03-98 12:00
Q17156,4,8,Quarterly,31-03-98 12:00
Q17157,4,8,Quarterly,31-03-98 12:00
Q17158,4,8,Quarterly,31-03-98 12:00
Q17159,4,8,Quarterly,31-03-98 12:00
Q17160,4,8,Quarterly,31-03-98 12:00
Q17161,4,8,Quarterly,31-03-98 12:00
Q17162,4,8,Quarterly,31-03-98 12:00
Q17163,4,8,Quarterly,31-03-98 12:00
Q17164,4,8,Quarterly,31-03-98 12:00
Q17165,4,8,Quarterly,31-03-98 12:00
Q17166,4,8,Quarterly,31-03-98 12:00
Q17167,4,8,Quarterly,31-03-98 12:00
Q17168,4,8,Quarterly,31-03-98 12:00
Q17169,4,8,Quarterly,31-03-98 12:00
Q17170,4,8,Quarterly,31-03-98 12:00
Q17171,4,8,Quarterly,31-03-98 12:00
Q17172,4,8,Quarterly,31-03-98 12:00
Q17173,4,8,Quarterly,31-03-98 12:00
Q17174,4,8,Quarterly,31-03-98 12:00
Q17175,4,8,Quarterly,31-03-98 12:00
Q17176,4,8,Quarterly,31-03-98 12:00
Q17177,4,8,Quarterly,31-03-98 12:00
Q17178,4,8,Quarterly,31-03-98 12:00
Q17179,4,8,Quarterly,31-03-98 12:00
Q17180,4,8,Quarterly,31-03-98 12:00
Q17181,4,8,Quarterly,31-03-98 12:00
Q17182,4,8,Quarterly,31-03-98 12:00
Q17183,4,8,Quarterly,31-03-98 12:00
Q17184,4,8,Quarterly,31-03-98 12:00
Q17185,4,8,Quarterly,31-03-98 12:00
Q17186,4,8,Quarterly,31-03-98 12:00
Q17187,4,8,Quarterly,31-03-98 12:00
Q17188,4,8,Quarterly,31-03-98 12:00
Q17189,4,8,Quarterly,31-03-98 12:00
Q17190,4,8,Quarterly,31-03-98 12:00
Q17191,4,8,Quarterly,31-03-98 12:00
Q17192,4,8,Quarterly,31-03-98 12:00
Q17193,4,8,Quarterly,31-03-98 12:00
Q17194,4,8,Quarterly,31-03-98 12:00
Q17195,4,8,Quarterly,31-03-98 12:00
Q17196,4,8,Quarterly,31-03-98 12:00
Q17197,4,8,Quarterly,31-03-98 12:00
Q17198,4,8,Quarterly,31-03-98 12:00
Q17199,4,8,Quarterly,31-03-98 12:00
Q17200,4,8,Quarterly,31-03-98 12:00
Q17201,4,8,Quarterly,31-03-98 12:00
Q17202,4,8,Quarterly,31-03-98 12:00
Q17203,4,8,Quarterly,31-03-98 12:00
Q17204,4,8,Quarterly,31-03-98 12:00
Q17205,4,8,Quarterly,31-03-98 12:00
Q17206,4,8,Quarterly,31-03-98 12:00
Q17207,4,8,Quarterly,31-03-98 12:00
Q17208,4,8,Quarterly,31-03-98 12:00
Q17209,4,8,Quarterly,31-03-98 12:00
Q17210,4,8,Quarterly,31-03-98 12:00
Q17211,4,8,Quarterly,31-03-98 12:00
Q17212,4,8,Quarterly,31-03-98 12:00
Q17213,4,8,Quarterly,31-03-98 12:00
Q17214,4,8,Quarterly,31-03-98 12:00
Q17215,4,8,Quarterly,31-03-98 12:00
Q17216,4,8,Quarterly,31-03-98 12:00
Q17217,4,8,Quarterly,31-03-98 12:00
Q17218,4,8,Quarterly,31-03-98 12:00
Q17219,4,8,Quarterly,31-03-98 12:00
Q17220,4,8,Quarterly,31-03-98 12:00
Q17221,4,8,Quarterly,31-03-98 12:00
Q17222,4,8,Quarterly,31-03-98 12:00
Q17223,4,8,Quarterly,31-03-98 12:00
Q17224,4,8,Quarterly,31-03-98 12:00
Q17225,4,8,Quarterly,31-03-98 12:00
Q17226,4,8,Quarterly,31-03-98 12:00
Q17227,4,8,Quarterly,31-03-98 12:00
Q17228,4,8,Quarterly,31-03-98 12:00
Q17229,4,8,Quarterly,31-03-98 12:00
Q17230,4,8,Quarterly,31-03-98 12:00
Q17231,4,8,Quarterly,31-03-98 12:00
Q17232,4,8,Quarterly,31-03-98 12:00
Q17233,4,8,Quarterly,31-03-98 12:00
Q17234,4,8,Quarterly,31-03-98 12:00
Q17235,4,8,Quarterly,31-03-98 12:00
Q17236,4,8,Quarterly,31-03-98 12:00
Q17237,4,8,Quarterly,31-03-98 12:00
Q17238,4,8,Quarterly,31-03-98 12:00
Q17239,4,8,Quarterly,31-03-98 12:00
Q17240,4,8,Quarterly,31-03-98 12:00
Q17241,4,8,Quarterly,31-03-98 12:00
Q17242,4,8,Quarterly,31-03-98 12:00
Q17243,4,8,Quarterly,31-03-98 12:00
Q17244,4,8,Quarterly,31-03-98 12:00
Q17245,4,8,Quarterly,31-03-98 12:00
Q17246,4,8,Quarterly,31-03-98 12:00
Q17247,4,8,Quarterly,31-03-98 12:00
Q17248,4,8,Quarterly,31-03-98 12:00
Q17249,4,8,Quarterly,31-03-98 12:00
Q17250,4,8,Quarterly,31-03-98 12:00
Q17251,4,8,Quarterly,31-03-98 12:00
Q17252,4,8,Quarterly,31-03-98 12:00
Q17253,4,8,Quarterly,31-03-98 12:00
Q17254,4,8,Quarterly,31-03-98 12:00
Q17255,4,8,Quarterly,31-03-98 12:00
Q17256,4,8,Quarterly,31-03-98 12:00
Q17257,4,8,Quarterly,31-03-98 12:00
Q17258,4,8,Quarterly,31-03-98 12:00
Q17259,4,8,Quarterly,31-03-98 12:00
Q17260,4,8,Quarterly,31-03-98 12:00
Q17261,4,8,Quarterly,31-03-98 12:00
Q17262,4,8,Quarterly,31-03-98 12:00
Q17263,4,8,Quarterly,31-03-98 12:00
Q17264,4,8,Quarterly,31-03-98 12:00
Q17265,4,8,Quarterly,31-03-98 12:00
Q17266,4,8,Quarterly,31-03-98 12:00
Q17267,4,8,Quarterly,31-03-98 12:00
Q17268,4,8,Quarterly,31-03-98 12:00
Q17269,4,8,Quarterly,31-03-98 12:00
Q17270,4,8,Quarterly,31-03-98 12:00
Q17271,4,8,Quarterly,31-03-98 12:00
Q17272,4,8,Quarterly,31-03-98 12:00
Q17273,4,8,Quarterly,31-03-98 12:00
Q17274,4,8,Quarterly,31-03-98 12:00
Q17275,4,8,Quarterly,31-03-98 12:00
Q17276,4,8,Quarterly,31-03-98 12:00
Q17277,4,8,Quarterly,31-03-98 12:00
Q17278,4,8,Quarterly,31-03-98 12:00
Q17279,4,8,Quarterly,31-03-98 12:00
Q17280,4,8,Quarterly,31-03-98 12:00
Q17281,4,8,Quarterly,31-03-98 12:00
Q17282,4,8,Quarterly,31-03-98 12:00
Q17283,4,8,Quarterly,31-03-98 12:00
Q17284,4,8,Quarterly,31-03-98 12:00
Q17285,4,8,Quarterly,31-03-98 12:00
Q17286,4,8,Quarterly,31-03-98 12:00
Q17287,4,8,Quarterly,31-03-98 12:00
Q17288,4,8,Quarterly,31-03-98 12:00
Q17289,4,8,Quarterly,31-03-98 12:00
Q17290,4,8,Quarterly,31-03-98 12:00
Q17291,4,8,Quarterly,31-03-98 12:00
Q17292,4,8,Quarterly,31-03-98 12:00
Q17293,4,8,Quarterly,31-03-98 12:00
Q17294,4,8,Quarterly,31-03-98 12:00
Q17295,4,8,Quarterly,31-03-98 12:00
Q17296,4,8,Quarterly,31-03-98 12:00
Q17297,4,8,Quarterly,31-03-98 12:00
Q17298,4,8,Quarterly,31-03-98 12:00
Q17299,4,8,Quarterly,31-03-98 12:00
Q17300,4,8,Quarterly,31-03-98 12:00
Q17301,4,8,Quarterly,31-03-98 12:00
Q17302,4,8,Quarterly,31-03-98 12:00
Q17303,4,8,Quarterly,31-03-98 12:00
Q17304,4,8,Quarterly,31-03-98 12:00
Q17305,4,8,Quarterly,31-03-98 12:00
Q17306,4,8,Quarterly,31-03-98 12:00
Q17307,4,8,Quarterly,31-03-98 12:00
Q17308,4,8,Quarterly,31-03-98 12:00
Q17309,4,8,Quarterly,31-03-98 12:00
Q17310,4,8,Quarterly,31-03-98 12:00
Q17311,4,8,Quarterly,31-03-98 12:00
Q17312,4,8,Quarterly,31-03-98 12:00
Q17313,4,8,Quarterly,31-03-98 12:00
Q17314,4,8,Quarterly,31-03-98 12:00
Q17315,4,8,Quarterly,31-03-98 12:00
Q17316,4,8,Quarterly,31-03-98 12:00
Q17317,4,8,Quarterly,31-03-98 12:00
Q17318,4,8,Quarterly,31-03-98 12:00
Q17319,4,8,Quarterly,31-03-98 12:00
Q17320,4,8,Quarterly,31-03-98 12:00
Q17321,4,8,Quarterly,31-03-98 12:00
Q17322,4,8,Quarterly,31-03-98 12:00
Q17323,4,8,Quarterly,31-03-98 12:00
Q17324,4,8,Quarterly,31-03-98 12:00
Q17325,4,8,Quarterly,31-03-98 12:00
Q17326,4,8,Quarterly,31-03-98 12:00
Q17327,4,8,Quarterly,31-03-98 12:00
Q17328,4,8,Quarterly,31-03-98 12:00
Q17329,4,8,Quarterly,31-03-98 12:00
Q17330,4,8,Quarterly,31-03-98 12:00
Q17331,4,8,Quarterly,31-03-98 12:00
Q17332,4,8,Quarterly,31-03-98 12:00
Q17333,4,8,Quarterly,31-03-98 12:00
Q17334,4,8,Quarterly,31-03-98 12:00
Q17335,4,8,Quarterly,31-03-98 12:00
Q17336,4,8,Quarterly,31-03-98 12:00
Q17337,4,8,Quarterly,31-03-98 12:00
Q17338,4,8,Quarterly,31-03-98 12:00
Q17339,4,8,Quarterly,31-03-98 12:00
Q17340,4,8,Quarterly,31-03-98 12:00
Q17341,4,8,Quarterly,31-03-98 12:00
Q17342,4,8,Quarterly,31-03-98 12:00
Q17343,4,8,Quarterly,31-03-98 12:00
Q17344,4,8,Quarterly,31-03-98 12:00
Q17345,4,8,Quarterly,31-03-98 12:00
Q17346,4,8,Quarterly,31-03-98 12:00
Q17347,4,8,Quarterly,31-03-98 12:00
Q17348,4,8,Quarterly,31-03-98 12:00
Q17349,4,8,Quarterly,31-03-98 12:00
Q17350,4,8,Quarterly,31-03-98 12:00
Q17351,4,8,Quarterly,31-03-98 12:00
Q17352,4,8,Quarterly,31-03-98 12:00
Q17353,4,8,Quarterly,31-03-98 12:00
Q17354,4,8,Quarterly,31-03-98 12:00
Q17355,4,8,Quarterly,31-03-98 12:00
Q17356,4,8,Quarterly,31-03-98 12:00
Q17357,4,8,Quarterly,31-03-98 12:00
Q17358,4,8,Quarterly,31-03-98 12:00
Q17359,4,8,Quarterly,31-03-98 12:00
Q17360,4,8,Quarterly,31-03-98 12:00
Q17361,4,8,Quarterly,31-03-98 12:00
Q17362,4,8,Quarterly,31-03-98 12:00
Q17363,4,8,Quarterly,31-03-98 12:00
Q17364,4,8,Quarterly,31-03-98 12:00
Q17365,4,8,Quarterly,31-03-98 12:00
Q17366,4,8,Quarterly,31-03-98 12:00
Q17367,4,8,Quarterly,31-03-98 12:00
Q17368,4,8,Quarterly,31-03-98 12:00
Q17369,4,8,Quarterly,31-03-98 12:00
Q17370,4,8,Quarterly,31-03-98 12:00
Q17371,4,8,Quarterly,31-03-98 12:00
Q17372,4,8,Quarterly,31-03-98 12:00
Q17373,4,8,Quarterly,31-03-98 12:00
Q17374,4,8,Quarterly,31-03-98 12:00
Q17375,4,8,Quarterly,31-03-98 12:00
Q17376,4,8,Quarterly,31-03-98 12:00
Q17377,4,8,Quarterly,31-03-98 12:00
Q17378,4,8,Quarterly,31-03-98 12:00
Q17379,4,8,Quarterly,31-03-98 12:00
Q17380,4,8,Quarterly,31-03-98 12:00
Q17381,4,8,Quarterly,31-03-98 12:00
Q17382,4,8,Quarterly,31-03-98 12:00
Q17383,4,8,Quarterly,31-03-98 12:00
Q17384,4,8,Quarterly,31-03-98 12:00
Q17385,4,8,Quarterly,31-03-98 12:00
Q17386,4,8,Quarterly,31-03-98 12:00
Q17387,4,8,Quarterly,31-03-98 12:00
Q17388,4,8,Quarterly,31-03-98 12:00
Q17389,4,8,Quarterly,31-03-98 12:00
Q17390,4,8,Quarterly,31-03-98 12:00
Q17391,4,8,Quarterly,31-03-98 12:00
Q17392,4,8,Quarterly,31-03-98 12:00
Q17393,4,8,Quarterly,31-03-98 12:00
Q17394,4,8,Quarterly,31-03-98 12:00
Q17395,4,8,Quarterly,31-03-98 12:00
Q17396,4,8,Quarterly,31-03-98 12:00
Q17397,4,8,Quarterly,31-03-98 12:00
Q17398,4,8,Quarterly,31-03-98 12:00
Q17399,4,8,Quarterly,31-03-03 12:00
Q17400,4,8,Quarterly,31-03-98 12:00
Q17401,4,8,Quarterly,31-03-70 12:00
Q17402,4,8,Quarterly,31-03-70 12:00
Q17403,4,8,Quarterly,31-03-70 12:00
Q17404,4,8,Quarterly,31-03-98 12:00
Q17405,4,8,Quarterly,31-03-98 12:00
Q17406,4,8,Quarterly,31-03-70 12:00
Q17407,4,8,Quarterly,31-03-98 12:00
Q17408,4,8,Quarterly,31-03-70 12:00
Q17409,4,8,Quarterly,31-03-98 12:00
Q17410,4,8,Quarterly,31-03-98 12:00
Q17411,4,8,Quarterly,31-03-98 12:00
Q17412,4,8,Quarterly,31-03-98 12:00
Q17413,4,8,Quarterly,31-03-98 12:00
Q17414,4,8,Quarterly,31-03-98 12:00
Q17415,4,8,Quarterly,31-03-98 12:00
Q17416,4,8,Quarterly,31-03-98 12:00
Q17417,4,8,Quarterly,31-03-98 12:00
Q17418,4,8,Quarterly,31-03-98 12:00
Q17419,4,8,Quarterly,31-03-98 12:00
Q17420,4,8,Quarterly,31-03-98 12:00
Q17421,4,8,Quarterly,31-03-98 12:00
Q17422,4,8,Quarterly,31-03-98 12:00
Q17423,4,8,Quarterly,31-03-98 12:00
Q17424,4,8,Quarterly,31-03-98 12:00
Q17425,4,8,Quarterly,31-03-98 12:00
Q17426,4,8,Quarterly,31-03-98 12:00
Q17427,4,8,Quarterly,31-03-98 12:00
Q17428,4,8,Quarterly,31-03-98 12:00
Q17429,4,8,Quarterly,31-03-98 12:00
Q17430,4,8,Quarterly,31-03-98 12:00
Q17431,4,8,Quarterly,31-03-98 12:00
Q17432,4,8,Quarterly,31-03-98 12:00
Q17433,4,8,Quarterly,31-03-98 12:00
Q17434,4,8,Quarterly,31-03-98 12:00
Q17435,4,8,Quarterly,31-03-98 12:00
Q17436,4,8,Quarterly,31-03-98 12:00
Q17437,4,8,Quarterly,31-03-98 12:00
Q17438,4,8,Quarterly,31-03-98 12:00
Q17439,4,8,Quarterly,31-03-98 12:00
Q17440,4,8,Quarterly,31-03-98 12:00
Q17441,4,8,Quarterly,31-03-98 12:00
Q17442,4,8,Quarterly,31-03-98 12:00
Q17443,4,8,Quarterly,31-03-98 12:00
Q17444,4,8,Quarterly,31-03-98 12:00
Q17445,4,8,Quarterly,31-03-98 12:00
Q17446,4,8,Quarterly,31-03-98 12:00
Q17447,4,8,Quarterly,31-03-98 12:00
Q17448,4,8,Quarterly,31-03-98 12:00
Q17449,4,8,Quarterly,31-03-98 12:00
Q17450,4,8,Quarterly,31-03-98 12:00
Q17451,4,8,Quarterly,31-03-98 12:00
Q17452,4,8,Quarterly,31-03-98 12:00
Q17453,4,8,Quarterly,31-03-98 12:00
Q17454,4,8,Quarterly,31-03-98 12:00
Q17455,4,8,Quarterly,31-03-98 12:00
Q17456,4,8,Quarterly,31-03-98 12:00
Q17457,4,8,Quarterly,31-03-98 12:00
Q17458,4,8,Quarterly,31-03-98 12:00
Q17459,4,8,Quarterly,31-03-98 12:00
Q17460,4,8,Quarterly,31-03-98 12:00
Q17461,4,8,Quarterly,31-03-98 12:00
Q17462,4,8,Quarterly,31-03-98 12:00
Q17463,4,8,Quarterly,31-03-98 12:00
Q17464,4,8,Quarterly,31-03-98 12:00
Q17465,4,8,Quarterly,31-03-98 12:00
Q17466,4,8,Quarterly,31-03-98 12:00
Q17467,4,8,Quarterly,31-03-98 12:00
Q17468,4,8,Quarterly,31-03-98 12:00
Q17469,4,8,Quarterly,31-03-98 12:00
Q17470,4,8,Quarterly,31-03-98 12:00
Q17471,4,8,Quarterly,31-03-98 12:00
Q17472,4,8,Quarterly,31-03-98 12:00
Q17473,4,8,Quarterly,31-03-98 12:00
Q17474,4,8,Quarterly,31-03-98 12:00
Q17475,4,8,Quarterly,31-03-98 12:00
Q17476,4,8,Quarterly,31-03-98 12:00
Q17477,4,8,Quarterly,31-03-98 12:00
Q17478,4,8,Quarterly,31-03-98 12:00
Q17479,4,8,Quarterly,31-03-98 12:00
Q17480,4,8,Quarterly,31-03-98 12:00
Q17481,4,8,Quarterly,31-03-98 12:00
Q17482,4,8,Quarterly,31-03-98 12:00
Q17483,4,8,Quarterly,31-03-98 12:00
Q17484,4,8,Quarterly,31-03-98 12:00
Q17485,4,8,Quarterly,31-03-98 12:00
Q17486,4,8,Quarterly,31-03-98 12:00
Q17487,4,8,Quarterly,31-03-98 12:00
Q17488,4,8,Quarterly,31-03-98 12:00
Q17489,4,8,Quarterly,31-03-98 12:00
Q17490,4,8,Quarterly,31-03-98 12:00
Q17491,4,8,Quarterly,31-03-98 12:00
Q17492,4,8,Quarterly,31-03-98 12:00
Q17493,4,8,Quarterly,31-03-98 12:00
Q17494,4,8,Quarterly,31-03-98 12:00
Q17495,4,8,Quarterly,31-03-98 12:00
Q17496,4,8,Quarterly,31-03-98 12:00
Q17497,4,8,Quarterly,31-03-98 12:00
Q17498,4,8,Quarterly,31-03-98 12:00
Q17499,4,8,Quarterly,31-03-98 12:00
Q17500,4,8,Quarterly,31-03-98 12:00
Q17501,4,8,Quarterly,31-03-98 12:00
Q17502,4,8,Quarterly,31-03-98 12:00
Q17503,4,8,Quarterly,31-03-98 12:00
Q17504,4,8,Quarterly,31-03-98 12:00
Q17505,4,8,Quarterly,31-03-98 12:00
Q17506,4,8,Quarterly,31-03-98 12:00
Q17507,4,8,Quarterly,31-03-98 12:00
Q17508,4,8,Quarterly,31-03-98 12:00
Q17509,4,8,Quarterly,31-03-98 12:00
Q17510,4,8,Quarterly,31-03-98 12:00
Q17511,4,8,Quarterly,31-03-98 12:00
Q17512,4,8,Quarterly,31-03-98 12:00
Q17513,4,8,Quarterly,31-03-98 12:00
Q17514,4,8,Quarterly,31-03-98 12:00
Q17515,4,8,Quarterly,31-03-98 12:00
Q17516,4,8,Quarterly,31-03-98 12:00
Q17517,4,8,Quarterly,31-03-98 12:00
Q17518,4,8,Quarterly,31-03-98 12:00
Q17519,4,8,Quarterly,31-03-98 12:00
Q17520,4,8,Quarterly,31-03-98 12:00
Q17521,4,8,Quarterly,31-03-98 12:00
Q17522,4,8,Quarterly,31-03-98 12:00
Q17523,4,8,Quarterly,31-03-98 12:00
Q17524,4,8,Quarterly,31-03-98 12:00
Q17525,4,8,Quarterly,31-03-98 12:00
Q17526,4,8,Quarterly,31-03-98 12:00
Q17527,4,8,Quarterly,31-03-98 12:00
Q17528,4,8,Quarterly,31-03-98 12:00
Q17529,4,8,Quarterly,31-03-98 12:00
Q17530,4,8,Quarterly,31-03-98 12:00
Q17531,4,8,Quarterly,31-03-98 12:00
Q17532,4,8,Quarterly,31-03-98 12:00
Q17533,4,8,Quarterly,31-03-98 12:00
Q17534,4,8,Quarterly,31-03-98 12:00
Q17535,4,8,Quarterly,31-03-98 12:00
Q17536,4,8,Quarterly,31-03-98 12:00
Q17537,4,8,Quarterly,31-03-98 12:00
Q17538,4,8,Quarterly,31-03-98 12:00
Q17539,4,8,Quarterly,31-03-98 12:00
Q17540,4,8,Quarterly,31-03-98 12:00
Q17541,4,8,Quarterly,31-03-98 12:00
Q17542,4,8,Quarterly,31-03-98 12:00
Q17543,4,8,Quarterly,31-03-98 12:00
Q17544,4,8,Quarterly,31-03-98 12:00
Q17545,4,8,Quarterly,31-03-98 12:00
Q17546,4,8,Quarterly,31-03-98 12:00
Q17547,4,8,Quarterly,31-03-98 12:00
Q17548,4,8,Quarterly,31-03-98 12:00
Q17549,4,8,Quarterly,31-03-98 12:00
Q17550,4,8,Quarterly,31-03-98 12:00
Q17551,4,8,Quarterly,31-03-98 12:00
Q17552,4,8,Quarterly,31-03-98 12:00
Q17553,4,8,Quarterly,31-03-98 12:00
Q17554,4,8,Quarterly,31-03-98 12:00
Q17555,4,8,Quarterly,31-03-98 12:00
Q17556,4,8,Quarterly,31-03-98 12:00
Q17557,4,8,Quarterly,31-03-98 12:00
Q17558,4,8,Quarterly,31-03-98 12:00
Q17559,4,8,Quarterly,31-03-98 12:00
Q17560,4,8,Quarterly,31-03-98 12:00
Q17561,4,8,Quarterly,31-03-98 12:00
Q17562,4,8,Quarterly,31-03-98 12:00
Q17563,4,8,Quarterly,31-03-98 12:00
Q17564,4,8,Quarterly,31-03-98 12:00
Q17565,4,8,Quarterly,31-03-98 12:00
Q17566,4,8,Quarterly,31-03-98 12:00
Q17567,4,8,Quarterly,31-03-98 12:00
Q17568,4,8,Quarterly,31-03-98 12:00
Q17569,4,8,Quarterly,31-03-98 12:00
Q17570,4,8,Quarterly,31-03-98 12:00
Q17571,4,8,Quarterly,31-03-98 12:00
Q17572,4,8,Quarterly,31-03-98 12:00
Q17573,4,8,Quarterly,31-03-98 12:00
Q17574,4,8,Quarterly,31-03-98 12:00
Q17575,4,8,Quarterly,31-03-98 12:00
Q17576,4,8,Quarterly,31-03-98 12:00
Q17577,4,8,Quarterly,31-03-98 12:00
Q17578,4,8,Quarterly,31-03-98 12:00
Q17579,4,8,Quarterly,31-03-98 12:00
Q17580,4,8,Quarterly,31-03-98 12:00
Q17581,4,8,Quarterly,31-03-98 12:00
Q17582,4,8,Quarterly,31-03-98 12:00
Q17583,4,8,Quarterly,31-03-98 12:00
Q17584,4,8,Quarterly,31-03-98 12:00
Q17585,4,8,Quarterly,31-03-98 12:00
Q17586,4,8,Quarterly,31-03-98 12:00
Q17587,4,8,Quarterly,31-03-98 12:00
Q17588,4,8,Quarterly,31-03-98 12:00
Q17589,4,8,Quarterly,31-03-98 12:00
Q17590,4,8,Quarterly,31-03-98 12:00
Q17591,4,8,Quarterly,31-03-98 12:00
Q17592,4,8,Quarterly,31-03-98 12:00
Q17593,4,8,Quarterly,31-03-98 12:00
Q17594,4,8,Quarterly,31-03-98 12:00
Q17595,4,8,Quarterly,31-03-98 12:00
Q17596,4,8,Quarterly,31-03-98 12:00
Q17597,4,8,Quarterly,31-03-98 12:00
Q17598,4,8,Quarterly,31-03-98 12:00
Q17599,4,8,Quarterly,31-03-98 12:00
Q17600,4,8,Quarterly,31-03-98 12:00
Q17601,4,8,Quarterly,31-03-98 12:00
Q17602,4,8,Quarterly,31-03-98 12:00
Q17603,4,8,Quarterly,31-03-98 12:00
Q17604,4,8,Quarterly,31-03-98 12:00
Q17605,4,8,Quarterly,31-03-98 12:00
